Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Augment),Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Blue Marlin FW Release Testing: August 2024,CTET-4473,81141,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,12/Aug/24 7:51 AM,19/Aug/24 7:40 PM,21/Aug/24 9:16 AM,19/Aug/24 7:40 PM,,0,,,"[R2 FW - August 2024 - Core Test Engineering Technology - Confluence (atlassian.net)|https://generacet.atlassian.net/wiki/spaces/CTET/pages/470908929/R2+FW+-+August+2024]

[[CTET-4003] Blue Marlin FW Release Testing: August 2024 - JIRA (atlassian.net)|https://neurio.atlassian.net/browse/CTET-4003]",,Seun Osiyemi,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@43127918,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3010,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,,,,,,,,,,,,,,,,,,,,,,,2|i076z5:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_647278627_*|*_10000_*:*_1_*:*_53309_*|*_10001_*:*_1_*:*_0,"14/Aug/24 3:49 PM;60957172a56f2f006f65f1e9;Power-charge: [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-938#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-938&testPlanId=] 

Power-discharge: [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-1064#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-1064&testPlanId=]

Open-phase: [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-2729#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-2729&testPlanId=]

E-stop test: [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-2729#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-1066&testPlanId=] How long should it take all signals to go low? The test passed the procedure checks, but it took REbus over 30 secs to go low. 

AC Input Frequency/Voltage Range Sweep Test: [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-1250#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-1250&testPlanId=]

Thermal management: [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-941#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-941&testPlanId=]

V-trip closed loop test (OV and UV): [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-2724#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-2724&testPlanId=]

Freq trip & Accuracy: [Testing Board - JIRA (atlassian.net)|https://neurio.atlassian.net/projects/CTET?selectedItem=com.atlassian.plugins.atlassian-connect-plugin:com.xpandit.plugins.xray__testing-board&ac.testExecutionKey=CTET-4003&ac.testKey=CTET-2725#!page=test-run&testExecutionKey=CTET-4003&testKey=CTET-2725&testPlanId=]",14/Aug/24 3:49 PM;60957172a56f2f006f65f1e9;[~accountid:5e6aa6b89abcc30ce60ca4ef] I included all the test data in the evidence for each test.,,78311,24-Q2-KR7.2: Validate BM Firmware Release in 48 Hours,Done,19/Aug/24 7:40 PM
Voltron Reno testing with new FW Releases ,CTET-4472,81119,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Rick Sanner,712020:4255348e-78b9-4f22-ba9d-fbe0b881fbdf,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,aaron.zetley,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,09/Aug/24 9:45 AM,21/Aug/24 9:06 AM,21/Aug/24 9:16 AM,21/Aug/24 9:06 AM,14/Aug/24 12:00 AM,0,Voltron,,,,aaron.zetley,,712020:e41a6d8a-f4fc-4456-b585-c1d3052a1bd4,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b9a76c4,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,,,,,,,,,,,,,,2|i077pf:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_176155153_*|*_10000_*:*_1_*:*_858276784_*|*_10001_*:*_1_*:*_0,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,21/Aug/24 9:06 AM
Document lessons learned for EOL fixture,CTET-4467,81114,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,09/Aug/24 9:35 AM,21/Aug/24 8:55 AM,21/Aug/24 9:16 AM,,,0,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b5d8091,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i076t5:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 82124,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Aug/24 9:35 AM
Support CLS board level testers,CTET-4466,81113,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,Dillon Dawson,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,09/Aug/24 9:33 AM,21/Aug/24 8:39 AM,21/Aug/24 9:16 AM,21/Aug/24 8:39 AM,,0,,,,,Dillon Dawson,,712020:2423f35c-e2a8-42c7-a4ea-4318efd80000,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10e0db5e,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2968,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i076sx:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_1033514311_*|*_10000_*:*_1_*:*_9618_*|*_10001_*:*_1_*:*_0,,,,78152,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,Done,21/Aug/24 8:39 AM
Flashing station build,CTET-4461,81108,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,09/Aug/24 9:25 AM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@bde3213,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-4227,Mechanical fixture complete [PENGUIN-SECUREBOOT],,,,,,,,,,,,,,,,,,,,,,,2|i076s1:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80710,Mechanical fixture complete [PENGUIN-SECUREBOOT],In Progress,19/Aug/24 9:16 AM
Build Fixture,CTET-4460,81107,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,09/Aug/24 9:19 AM,19/Aug/24 9:16 AM,21/Aug/24 9:16 AM,19/Aug/24 9:16 AM,,0,,,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@57aeba51,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-4227,Mechanical fixture complete [PENGUIN-SECUREBOOT],,,,,,,,,,,,,,,,,,,,,,,2|i076rt:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10547_*:*_1_*:*_339861819_*|*_3_*:*_1_*:*_523936726_*|*_10000_*:*_1_*:*_6173_*|*_10001_*:*_1_*:*_0,,,,80710,Mechanical fixture complete [PENGUIN-SECUREBOOT],Done,19/Aug/24 9:16 AM
Review ICT Testing quotes,CTET-4459,81106,Epic,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,09/Aug/24 9:18 AM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,Soham Dange,,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@619ba814,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,ghx-label-1,,,,To Do,,,,,,,dark_grey,,,,,,,,,,CTET-4344,,,,2|i076rl:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80885,Manta ICT Tester,In Progress,12/Aug/24 9:26 AM
Install guides,CTET-4456,81103,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,09/Aug/24 8:25 AM,19/Aug/24 9:16 AM,21/Aug/24 9:16 AM,19/Aug/24 9:16 AM,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34340580,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i076rd:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_867091058_*|*_10001_*:*_1_*:*_0,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,19/Aug/24 9:16 AM
Design DUT 3D print guides,CTET-4455,81102,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,09/Aug/24 8:25 AM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@245a6502,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i076qd:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,In Progress,09/Aug/24 8:27 AM
Assemble base plate,CTET-4454,81101,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,09/Aug/24 8:25 AM,19/Aug/24 9:16 AM,21/Aug/24 9:16 AM,19/Aug/24 9:16 AM,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@585d2aa7,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i076qx:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_867098248_*|*_10001_*:*_1_*:*_0,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,19/Aug/24 9:16 AM
Wire pins,CTET-4453,81100,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,09/Aug/24 8:24 AM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ddd8bfc,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i076qp:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,To Do,09/Aug/24 8:24 AM
Install pins to moving plate,CTET-4452,81099,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,09/Aug/24 8:24 AM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@356c044,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i076qh:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,To Do,09/Aug/24 8:24 AM
Assemble moving plate,CTET-4451,81098,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,Jon Thomas,712020:cdffb633-796d-417e-9c44-667e697189ff,09/Aug/24 8:24 AM,19/Aug/24 9:16 AM,21/Aug/24 9:16 AM,19/Aug/24 9:16 AM,,0,,,,,Jon Thomas,,712020:cdffb633-796d-417e-9c44-667e697189ff,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e2cda13,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i076r5:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_866949342_*|*_10000_*:*_1_*:*_166327_*|*_10001_*:*_1_*:*_0,,,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,19/Aug/24 9:16 AM
Automate SDS Calibration Initialization,CTET-4443,81074,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,08/Aug/24 9:55 AM,16/Aug/24 1:45 PM,21/Aug/24 9:16 AM,16/Aug/24 1:45 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23a07b5d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076m1:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_100743113_*|*_10000_*:*_1_*:*_604241765_*|*_10001_*:*_1_*:*_0,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,Done,16/Aug/24 1:45 PM
Make plan for TC-16 layout,CTET-4424,81043,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:29 PM,19/Aug/24 9:55 AM,21/Aug/24 9:16 AM,19/Aug/24 9:55 AM,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@733a9d7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076gp:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_1016748292_*|*_10001_*:*_1_*:*_0,,,,68003,Lab Buildout,Done,19/Aug/24 9:55 AM
sync on expectations w/Beto/Devon,CTET-4423,81042,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,07/Aug/24 3:28 PM,21/Aug/24 9:15 AM,21/Aug/24 9:16 AM,,,0,,,,,Joe.Wardwell,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67c1ee2a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076gh:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,CTET 82124,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,07/Aug/24 3:29 PM
shipping 1st burn tester ,CTET-4413,81027,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,07/Aug/24 1:17 PM,15/Aug/24 3:39 PM,21/Aug/24 9:16 AM,15/Aug/24 3:39 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c8498c0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076b9:,,,,,,,,,,,,,,,,,,,,,CTET 81424,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_634417615_*|*_10000_*:*_1_*:*_65302560_*|*_10001_*:*_1_*:*_0,,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,15/Aug/24 3:39 PM
