Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Implement a switch case in ValidateRelayStates function to reduce its cyclomatic complexity,CTET-5689,83001,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,20/Sep/24 9:56 AM,24/Sep/24 12:33 PM,25/Sep/24 1:18 PM,24/Sep/24 12:33 PM,,0,"See Erich’s comment here to reduce the cyclomatic complexity of the {{ValidateRelayStates}} function: [https://github.com/generacclean/voltron/pull/18#discussion_r1767464652|https://github.com/generacclean/voltron/pull/18#discussion_r1767464652] 



!image-20240920-170047.png|width=822,height=278,alt=""image-20240920-170047.png""!",,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,,,20/Sep/24 10:00 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240920-170047.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51776,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49eb569e,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07gk5:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_355030390_*|*_10001_*:*_1_*:*_0,"23/Sep/24 9:57 AM;60957172a56f2f006f65f1e9;{noformat}// ValidateRelayStates validates the positions of the main and branch relays on
// the SDS by ensuring it aligns with the relay state diagram and truth table.
func ValidateRelayStates(config *plugin.Config) (*RelayStates, error) {
	logger := config.Logger()
	logger.Info(""validating_the_position_of_the_main_and_branch_relays"")

	relaySignals := []string{
		MainRelayStateSignal,
		PvRelayStateSignal,
		GenRelayStateSignal,
	}

	var (
		relayData map[string]float64
		err       error
	)

	if relayData, err = InfluxReadFloat(config, relaySignals); err != nil {
		return nil, fmt.Errorf(""failed_to_read_signal"")
	}
	mainRelayState := relayData[MainRelayStateSignal]
	genRelayState := relayData[GenRelayStateSignal]
	pvRelayState := relayData[PvRelayStateSignal]

	logger.Info(""main_relay_state"", zap.String(""signal"", MainRelayStateSignal),
		zap.Float64(""relay_state"", mainRelayState))
	logger.Info(""gen_relay_state"", zap.String(""signal"", GenRelayStateSignal),
		zap.Float64(""relay_state"", genRelayState))
	logger.Info(""pv_relay_state"", zap.String(""signal"", PvRelayStateSignal),
		zap.Float64(""relay_state"", pvRelayState))

	validRelayStateCondition := false

	switch {
	case mainRelayState == RelayClosedValue:
		validRelayStateCondition = genRelayState != RelayClosedValue

	case genRelayState == RelayClosedValue:
		validRelayStateCondition = (mainRelayState != RelayClosedValue) && (pvRelayState != genRelayState)

	case pvRelayState == RelayClosedValue:
		validRelayStateCondition = pvRelayState != genRelayState

	default:
		validRelayStateCondition = (mainRelayState != genRelayState) && (pvRelayState != genRelayState)
	}

	if validRelayStateCondition {
		logger.Info(""relay_state_combinations_supported_in_relay_state_truth_table"")
	} else {
		logger.Error(""relay_state_combinations_not_supported_in_relay_state_truth_table"")
		return nil, fmt.Errorf(""relay_state_combinations_not_supported_in_relay_state_truth_table"")
	}

	relayStates := &RelayStates{
		MainRelayState: mainRelayState,
		GenRelayState:  genRelayState,
		PvRelayState:   pvRelayState,
	}

	return relayStates, nil
}
{noformat}",24/Sep/24 12:33 PM;60957172a56f2f006f65f1e9;The modified function implementing the switch logic to reduce the cyclomatic complexity was validated after the changes and passed.,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,24/Sep/24 12:33 PM
Find vendors for alternative testing methods - Optical methods,CTET-5688,83000,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Soham Dange,712020:2b67478a-d210-4a0a-bf27-2e926436841b,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,20/Sep/24 9:55 AM,23/Sep/24 3:12 PM,25/Sep/24 1:18 PM,23/Sep/24 3:12 PM,,0,"Feasibility study includes;

Technology research.

Test outcome requirements

Pugh Analysis Matrix

* Effectiveness
* Complexity
* Development time
* Equipment Lead time
* Cost",,Alex Wong,Soham Dange,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,712020:2b67478a-d210-4a0a-bf27-2e926436841b,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26a1d6a4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-5203,DLG Pulse - Tester ME Design,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07dfd:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,2.0,,,,,2024-09-23 21:48:07.531,3_*:*_1_*:*_2000550_*|*_10000_*:*_1_*:*_276206444_*|*_10001_*:*_1_*:*_0,23/Sep/24 2:48 PM;712020:2b67478a-d210-4a0a-bf27-2e926436841b;Options for alternative methods - [https://generacet.atlassian.net/wiki/x/yACaHg|https://generacet.atlassian.net/wiki/x/yACaHg|smart-link] ,,82439,DLG Pulse - Tester ME Design,Done,23/Sep/24 3:12 PM
BICBIP - communication.go coding,CTET-5686,82996,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,19/Sep/24 4:58 PM,24/Sep/24 9:30 AM,25/Sep/24 1:18 PM,24/Sep/24 9:30 AM,,0,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e042fa8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fzs:i,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_405141860_*|*_10001_*:*_1_*:*_0,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,Done,24/Sep/24 9:30 AM
BICBIP - writeMfgData.go coding and testing,CTET-5685,82995,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,19/Sep/24 4:58 PM,19/Sep/24 4:59 PM,25/Sep/24 1:18 PM,19/Sep/24 4:59 PM,,0,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d74340e,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fzs:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_98297_*|*_10001_*:*_1_*:*_0,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,Done,19/Sep/24 4:59 PM
BICBIP - nats server + dcb emulator setup,CTET-5670,82974,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,19/Sep/24 1:14 PM,19/Sep/24 4:59 PM,25/Sep/24 1:18 PM,19/Sep/24 4:59 PM,,0,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4176858c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fzr:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_13517326_*|*_10001_*:*_1_*:*_0,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,Done,19/Sep/24 4:59 PM
Define Automation Definition. Create spreadsheet with examples.,CTET-5667,82954,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,19/Sep/24 10:54 AM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@251f63f1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07gal:,,,,,,,,,,,,,,,,,,,,,CTET 91824,CTET 92524,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,To Do,19/Sep/24 10:54 AM
Define BMU EOL Fixture Milestones and Deliverables,CTET-5666,82953,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,19/Sep/24 10:53 AM,20/Sep/24 3:53 PM,25/Sep/24 1:18 PM,20/Sep/24 3:53 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,CTET-5197,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@35ced971,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2|i06ri9:jy9,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_83299380_*|*_10000_*:*_1_*:*_21135016_*|*_10001_*:*_1_*:*_0,,,,,Done,20/Sep/24 3:53 PM
Send Youngen updated diagram for connections,CTET-5665,82951,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,19/Sep/24 10:50 AM,19/Sep/24 4:45 PM,25/Sep/24 1:18 PM,19/Sep/24 4:45 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@14539377,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5162,Manta PCBA NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07g9x:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_21289791_*|*_10000_*:*_1_*:*_13403_*|*_10001_*:*_1_*:*_0,,,82392,Manta PCBA NPI 2 - Develop Mechanical Fixture,Done,19/Sep/24 4:45 PM
Design Relay and CT mounts for Fixture,CTET-5664,82948,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,19/Sep/24 10:42 AM,24/Sep/24 6:52 PM,25/Sep/24 1:18 PM,,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7756c899,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5162,Manta PCBA NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07g99:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,82392,Manta PCBA NPI 2 - Develop Mechanical Fixture,In Progress,19/Sep/24 10:43 AM
CLONE - Add Knockouts for Manta Cabinets,CTET-5661,82943,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,19/Sep/24 10:02 AM,24/Sep/24 9:32 AM,25/Sep/24 1:18 PM,24/Sep/24 9:32 AM,,0,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,CTET-5642,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@63d26861,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,,,,,1.0,,,,,,,,,,,,,2|i07fzw:xi,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_430218341_*|*_10001_*:*_1_*:*_0,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,Done,24/Sep/24 9:32 AM
CLONE - Add Knockouts for BIP Boxes,CTET-5660,82942,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,19/Sep/24 10:01 AM,24/Sep/24 9:33 AM,25/Sep/24 1:18 PM,24/Sep/24 9:33 AM,,0,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,CTET-5638,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@101ad369,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2993,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,,,,,,,,,,1.0,,,,,,,,,,,,,2|i07fzw:o,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_430279148_*|*_10001_*:*_1_*:*_0,,,78294,24-Q2-KR5.5: BIP PCBA Tester Built & Tested,Done,24/Sep/24 9:33 AM
CLONE - Add Knockouts for ALP Boxes,CTET-5653,82935,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,19/Sep/24 9:55 AM,24/Sep/24 9:32 AM,25/Sep/24 1:18 PM,24/Sep/24 9:32 AM,,0,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,CTET-5635,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2bf2a9f7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2992,24-Q2-KR5.4: ALP PCBA Tester Built & Tested,,,,,,,,,,1.0,,,,,,,,,,,,,2|i07fzw:9,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_430644423_*|*_10001_*:*_1_*:*_0,,,78293,24-Q2-KR5.4: ALP PCBA Tester Built & Tested,Done,24/Sep/24 9:32 AM
CLONE - Add Knockouts for BIC Boxes,CTET-5652,82934,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,19/Sep/24 9:54 AM,24/Sep/24 7:47 PM,25/Sep/24 1:18 PM,24/Sep/24 7:47 PM,,0,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,CTET-5640,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7306fb41,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2969,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested for NPI 1B,,,,,,,,,,1.0,,,,,,,,,,,,,2|i07fzw:w,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_467585445_*|*_10001_*:*_1_*:*_0,,,78153,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested for NPI 1B,Done,24/Sep/24 7:47 PM
CLONE - Add Knockouts for ALC Boxes,CTET-5651,82933,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,19/Sep/24 9:52 AM,24/Sep/24 9:32 AM,25/Sep/24 1:18 PM,24/Sep/24 9:32 AM,,0,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,CTET-5636,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3018122b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2968,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,,,,,,,,,,1.0,,,,,,,,,,,,,2|i07g5r:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_2_*:*_430787859_*|*_10001_*:*_2_*:*_7859,,,78152,24-Q2-KR5.2 - ALC PCBA Tester Built & Tested,Done,24/Sep/24 9:32 AM
Communicate Project Activities to Stakeholders,CTET-5650,82931,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,19/Sep/24 9:40 AM,23/Sep/24 6:01 PM,25/Sep/24 1:18 PM,23/Sep/24 6:01 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3aacb64d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5162,Manta PCBA NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ga1:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_371579925_*|*_10000_*:*_1_*:*_4120513_*|*_10001_*:*_1_*:*_0,,,82392,Manta PCBA NPI 2 - Develop Mechanical Fixture,Done,23/Sep/24 6:01 PM
complete peer review,CTET-5648,82929,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,19/Sep/24 9:35 AM,19/Sep/24 1:33 PM,25/Sep/24 1:18 PM,19/Sep/24 1:33 PM,,0,[https://github.com/generacclean/voltron/pull/18/files|https://github.com/generacclean/voltron/pull/18/files|smart-link] ,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a32e984,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07fzw:zv,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_14272967_*|*_10000_*:*_1_*:*_26585_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,19/Sep/24 1:33 PM
