Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Defect),Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
set up thermal chamber and dry run it.,CTET-5069,82176,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,phill.McC,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,05/Sep/24 7:38 AM,10/Sep/24 9:40 AM,11/Sep/24 9:36 AM,,,0,,,,phill.McC,,,712020:4dbd09e6-b175-4c1b-b264-9c4c81a57044,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@65cac306,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzga9:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,68003,Lab Buildout,To Do,05/Sep/24 7:38 AM
Improve Voltron code and support Tanner and Joe coding efforts,CTET-5068,82175,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,05/Sep/24 7:33 AM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,Support voltron automation and improve code library.,,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,06/Sep/24 1:44 PM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240906-204051.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51720,06/Sep/24 1:44 PM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240906-204351.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51721,10/Sep/24 8:08 AM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240910-150841.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51726,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@307be307,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c89:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,2.0,,,,,,,"06/Sep/24 1:06 PM;60957172a56f2f006f65f1e9;Created PR for factorycommon after modifying youngen.go to be accessible across packages by changing the struct/function names to start with uppercase letters. The spelling for some function/struct names was also changed from yungen to youngen for consistency. See PR below:

[Updated youngen.go to be accessible across packages by starting struct/function names with uppercase letters by seunosiyemi · Pull Request #108 · generacclean/factorycommon (github.com)|https://github.com/generacclean/factorycommon/pull/108]","06/Sep/24 1:09 PM;60957172a56f2f006f65f1e9;Created config_youngen.go in the hotfix-compliance-tests branch to test the RLC load bank. See the script below: 


{noformat}package voltron

import (
	""github.com/generacclean/factorycommon/hal/load/youngen""
	""go.uber.org/zap""
)

const (
	RlcIP = ""10.11.70.19""
)

// SetupYoungenRLC will configure the RLC load bank and enable its output.
// It returns the configured RLC load bank and an error if any occurs.
func SetupYoungenRLC(wattsL1 uint16, wattsL2 uint16, cVarsL1 uint16, cVarsL2 uint16,
	lVarsL1 uint16, lVarsL2 uint16, logger *zap.Logger) (*youngen.YoungenLoad, error) {
	logger.Info(""configuring_rlc_load_bank"")

	// Initialize the RLC load bank client.
	var rlc youngen.YoungenLoad
	rlc = youngen.NewYoungenLoad(RlcIP)

	var err error
	// Configure the RLC load bank with various loads
	if err = rlc.SetLineOneResistiveLoad(wattsL1); err != nil {
		return nil, err
	}

	if err = rlc.SetLineTwoResistiveLoad(wattsL2); err != nil {
		return nil, err
	}

	if err = rlc.SetLineOneCapacitiveLoad(cVarsL1); err != nil {
		return nil, err
	}

	if err = rlc.SetLineTwoCapacitiveLoad(cVarsL2); err != nil {
		return nil, err
	}

	if err = rlc.SetLineOneInductiveLoad(lVarsL1); err != nil {
		return nil, err
	}

	if err = rlc.SetLineTwoInductiveLoad(lVarsL2); err != nil {
		return nil, err
	}

	logger.Info(""enabling_rlc_load_bank_output"")

	// Enable the RLC load bank output
	if err = rlc.TurnOn(); err != nil {
		return nil, err
	}

	return &rlc, nil
}

// CloseYoungenClient will close the connection with Yungen RLC load bank.
func CloseYoungenClient(rlc *youngen.YoungenLoad, logger *zap.Logger) error {
	logger.Info(""closing_connection_with_rlc_load_bank"")

	var err error
	if err = rlc.TurnOff(); err != nil {
		return err
	}

	return nil
}
{noformat}","06/Sep/24 1:44 PM;60957172a56f2f006f65f1e9;UDS write and read on the BMU now working since updating the data store models. The BMU was disabled, re-enabled, and the value in the device_mode_set was read to verify this. The serial console also reflected this; the deice is disabled and enabled without issuing any serial commands.

!image-20240906-204051.png|width=777,height=855,alt=""image-20240906-204051.png""!



!image-20240906-204351.png|width=850,height=778,alt=""image-20240906-204351.png""!","10/Sep/24 8:08 AM;60957172a56f2f006f65f1e9;[What is a subnet? | How subnetting works | Cloudflare|https://www.cloudflare.com/learning/network-layer/what-is-a-subnet/]

Link to important documents for YungEn RLC load bank [Clean Energy Solutions - YoungEn RLC Load Bank - All Documents (sharepoint.com)|https://generac.sharepoint.com/sites/Generac-CES/Engineering/Forms/AllItems.aspx?id=%2Fsites%2FGenerac%2DCES%2FEngineering%2F%23Resources%2FYoungEn%20RLC%20Load%20Bank]

!image-20240910-150841.png|width=1430,height=824,alt=""image-20240910-150841.png""!",78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,05/Sep/24 7:33 AM
shop clean up,CTET-5067,82174,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,05/Sep/24 7:28 AM,10/Sep/24 7:38 AM,11/Sep/24 9:36 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c17a269,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bid:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,To Do,05/Sep/24 7:28 AM
Investigate R2 Inverter HW issue,CTET-5066,82173,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,05/Sep/24 7:10 AM,11/Sep/24 9:11 AM,11/Sep/24 9:36 AM,,,0,,,,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@631b1b37,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i075xl:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,,,,,To Do,05/Sep/24 7:10 AM
Rework BMU/INV NPI1A - full surging,CTET-5065,82172,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,05/Sep/24 6:59 AM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,"Update BMU to these changes:
[^BMU High Current Mods.docx] ",,Joe.Wardwell,,,5e6aa6b89abcc30ce60ca4ef,,,,,,,,,,,,,,05/Sep/24 7:07 AM;joe.wardwell;BMU High Current Mods.docx;https://neurio.atlassian.net/rest/api/3/attachment/content/51703,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d5212d7,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c7l:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,To Do,05/Sep/24 6:59 AM
Schematics - Design Review of schematics,CTET-5064,82171,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:21 AM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b23c8f0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c7d:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),To Do,05/Sep/24 5:21 AM
Schematics - Enclosure Exterior and Rack Mount Layouts,CTET-5063,82170,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:21 AM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5453ca3d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c75:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),To Do,05/Sep/24 5:21 AM
Schematics - Panel Layouts,CTET-5062,82169,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:21 AM,11/Sep/24 4:21 AM,11/Sep/24 9:36 AM,,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5833a67d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c6x:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),To Do,05/Sep/24 5:21 AM
Schematics - Generate BOM for ordering,CTET-5061,82168,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:20 AM,10/Sep/24 5:26 PM,11/Sep/24 9:36 AM,10/Sep/24 5:25 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,10/Sep/24 5:26 PM;712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e;ALC_ALP_BIC_BIP Tester.pdf;https://neurio.atlassian.net/rest/api/3/attachment/content/51731,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53899cdd,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:d,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_2_*:*_15853748_*|*_10000_*:*_1_*:*_459644156_*|*_10001_*:*_2_*:*_5719,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,10/Sep/24 5:25 PM
Schematics - BIP Harnessing,CTET-5060,82167,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:20 AM,10/Sep/24 4:50 PM,11/Sep/24 9:36 AM,10/Sep/24 4:50 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c3e1a50,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:o,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_2_*:*_87216983_*|*_10000_*:*_2_*:*_386205214_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,10/Sep/24 4:50 PM
Schematics - BIC Harnessing,CTET-5059,82166,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:20 AM,10/Sep/24 4:50 PM,11/Sep/24 9:36 AM,10/Sep/24 4:50 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@553f54e8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:m,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_2_*:*_87220029_*|*_10000_*:*_2_*:*_386206785_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,10/Sep/24 4:50 PM
Schematics - ALP Harnessing,CTET-5058,82165,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:20 AM,10/Sep/24 5:11 PM,11/Sep/24 9:36 AM,10/Sep/24 5:11 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@562bbce6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:j,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_14959333_*|*_10000_*:*_1_*:*_459702755_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,10/Sep/24 5:11 PM
Schematics - ALC Harnessing,CTET-5057,82164,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:20 AM,10/Sep/24 5:11 PM,11/Sep/24 9:36 AM,10/Sep/24 5:11 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5272bc41,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:k,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_14960351_*|*_10000_*:*_1_*:*_459709633_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,10/Sep/24 5:11 PM
Schematics - Test Circuits,CTET-5056,82163,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:19 AM,10/Sep/24 1:01 PM,11/Sep/24 9:36 AM,10/Sep/24 1:01 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6876ea98,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:r,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_2_*:*_91826285_*|*_10000_*:*_1_*:*_367867026_*|*_10001_*:*_2_*:*_14276,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,10/Sep/24 1:01 PM
Schematics - Remote IO Block and NUC,CTET-5055,82162,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:19 AM,09/Sep/24 6:04 PM,11/Sep/24 9:36 AM,09/Sep/24 6:04 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e781f4d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2h:i,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_354187363_*|*_10000_*:*_1_*:*_37335898_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,09/Sep/24 6:04 PM
Schematics - Disconnect and other enclosure mounted devices,CTET-5054,82161,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:19 AM,09/Sep/24 6:04 PM,11/Sep/24 9:36 AM,09/Sep/24 6:04 PM,,0,,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a4b8f1c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c2i:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_354172771_*|*_10000_*:*_1_*:*_37361890_*|*_10001_*:*_1_*:*_0,,,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,09/Sep/24 6:04 PM
